Sample,S_aureus_count,tax_reads,Total_read_count,study,Timepoint,subject_id,sample_alias,S_aureus,present_actual,adj_count_min,present_min,adj_count_1stQ,present_1stQ,adj_count_median,present_median,adj_count_3rdQ,present_3rdQ,adj_count_max,present_max,adj_rel
SAMN07501043,0,10387,61356047,Rahman_2018_preterm_NICU,DOL 1-8,Rahman_2018_preterm_NICU.subject_N4_082,Rahman_2018_preterm_NICU.sample_N4_082_006G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501044,0,11487,52892030,Rahman_2018_preterm_NICU,DOL 1-8,Rahman_2018_preterm_NICU.subject_N4_082,Rahman_2018_preterm_NICU.sample_N4_082_007G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501045,0,15691,44993796,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_082,Rahman_2018_preterm_NICU.sample_N4_082_014G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501046,0,14563,45639836,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_082,Rahman_2018_preterm_NICU.sample_N4_082_020G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501047,0,16189,61000727,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_082,Rahman_2018_preterm_NICU.sample_N4_082_024G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501051,0,9816,34236352,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_087,Rahman_2018_preterm_NICU.sample_N4_087_009G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501052,0,12143,48789058,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_087,Rahman_2018_preterm_NICU.sample_N4_087_015G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501053,0,17757,53666693,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_087,Rahman_2018_preterm_NICU.sample_N4_087_026G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501054,0,17191,85974443,Rahman_2018_preterm_NICU,DOL 1-8,Rahman_2018_preterm_NICU.subject_N4_089,Rahman_2018_preterm_NICU.sample_N4_089_008G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501055,0,12920,64391109,Rahman_2018_preterm_NICU,DOL 1-8,Rahman_2018_preterm_NICU.subject_N4_089,Rahman_2018_preterm_NICU.sample_N4_089_008G2,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501056,0,11359,46297353,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_089,Rahman_2018_preterm_NICU.sample_N4_089_018G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501057,0,9564,39518436,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_089,Rahman_2018_preterm_NICU.sample_N4_089_018G2,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501058,0,9602,42700311,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_089,Rahman_2018_preterm_NICU.sample_N4_089_022G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501059,0,12782,50207071,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_089,Rahman_2018_preterm_NICU.sample_N4_089_027G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501060,0,7931,39144819,Rahman_2018_preterm_NICU,DOL 1-8,Rahman_2018_preterm_NICU.subject_N4_094,Rahman_2018_preterm_NICU.sample_N4_094_008G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501061,0,10555,53420847,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_094,Rahman_2018_preterm_NICU.sample_N4_094_010G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501062,0,603,3083529,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_094,Rahman_2018_preterm_NICU.sample_N4_094_010G2,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501063,0,9563,46288730,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_094,Rahman_2018_preterm_NICU.sample_N4_094_012G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501064,0,11864,51299282,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_094,Rahman_2018_preterm_NICU.sample_N4_094_023G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501065,0,15833,43090088,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_095,Rahman_2018_preterm_NICU.sample_N4_095_012G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501069,0,6002,42206558,Rahman_2018_preterm_NICU,DOL 1-8,Rahman_2018_preterm_NICU.subject_N4_097,Rahman_2018_preterm_NICU.sample_N4_097_005G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501070,0,8438,44815395,Rahman_2018_preterm_NICU,DOL 1-8,Rahman_2018_preterm_NICU.subject_N4_097,Rahman_2018_preterm_NICU.sample_N4_097_007G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501071,0,3808,42289055,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_097,Rahman_2018_preterm_NICU.sample_N4_097_010G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501072,0,7157,43754708,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_097,Rahman_2018_preterm_NICU.sample_N4_097_012G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501073,0,9259,43489395,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_097,Rahman_2018_preterm_NICU.sample_N4_097_027G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501074,0,8651,47847251,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_097,Rahman_2018_preterm_NICU.sample_N4_097_034G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501075,0,7498,39816910,Rahman_2018_preterm_NICU,DOL 1-8,Rahman_2018_preterm_NICU.subject_N4_100,Rahman_2018_preterm_NICU.sample_N4_100_007G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501076,0,8965,47391189,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_100,Rahman_2018_preterm_NICU.sample_N4_100_009G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501077,0,4161,21610832,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_100,Rahman_2018_preterm_NICU.sample_N4_100_011G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501078,0,2724,17431035,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_100,Rahman_2018_preterm_NICU.sample_N4_100_013G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501079,0,34691,148348890,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_100,Rahman_2018_preterm_NICU.sample_N4_100_014G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501080,0,16073,84010376,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_100,Rahman_2018_preterm_NICU.sample_N4_100_017G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501081,0,6252,39955520,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_101,Rahman_2018_preterm_NICU.sample_N4_101_012G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501082,0,8640,44908028,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_101,Rahman_2018_preterm_NICU.sample_N4_101_015G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501083,0,22121,79962342,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_101,Rahman_2018_preterm_NICU.sample_N4_101_017G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501084,0,16897,53502070,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_101,Rahman_2018_preterm_NICU.sample_N4_101_027G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501085,0,8781,52737009,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_101,Rahman_2018_preterm_NICU.sample_N4_101_038G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501086,0,9147,53587311,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_101,Rahman_2018_preterm_NICU.sample_N4_101_042G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501087,0,12903,36650786,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_103,Rahman_2018_preterm_NICU.sample_N4_103_020G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501088,0,6666,17193752,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_103,Rahman_2018_preterm_NICU.sample_N4_103_028G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501093,0,8836,44529251,Rahman_2018_preterm_NICU,DOL 1-8,Rahman_2018_preterm_NICU.subject_N4_105,Rahman_2018_preterm_NICU.sample_N4_105_007G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501094,0,10066,46742309,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_105,Rahman_2018_preterm_NICU.sample_N4_105_010G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501095,0,11554,49289687,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_105,Rahman_2018_preterm_NICU.sample_N4_105_011G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501096,0,8600,45302932,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_105,Rahman_2018_preterm_NICU.sample_N4_105_016G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501097,0,9022,48506072,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_106,Rahman_2018_preterm_NICU.sample_N4_106_009G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501098,0,10232,54640868,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_106,Rahman_2018_preterm_NICU.sample_N4_106_010G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501099,0,9140,50829021,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_106,Rahman_2018_preterm_NICU.sample_N4_106_011G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501100,0,12863,37311815,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_106,Rahman_2018_preterm_NICU.sample_N4_106_028G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501101,0,11154,35045501,Rahman_2018_preterm_NICU,DOL 43-455,Rahman_2018_preterm_NICU.subject_N4_106,Rahman_2018_preterm_NICU.sample_N4_106_051G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501102,0,6706,31725604,Rahman_2018_preterm_NICU,DOL 43-455,Rahman_2018_preterm_NICU.subject_N4_106,Rahman_2018_preterm_NICU.sample_N4_106_059G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501103,0,9805,46082175,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_107,Rahman_2018_preterm_NICU.sample_N4_107_026G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501104,0,10123,49621165,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_107,Rahman_2018_preterm_NICU.sample_N4_107_030G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501105,0,9504,44071511,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_107,Rahman_2018_preterm_NICU.sample_N4_107_034G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501106,0,6086,44343308,Rahman_2018_preterm_NICU,DOL 1-8,Rahman_2018_preterm_NICU.subject_N4_114,Rahman_2018_preterm_NICU.sample_N4_114_006G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501107,0,6005,43392611,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_114,Rahman_2018_preterm_NICU.sample_N4_114_009G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501111,0,10436,39830985,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_114,Rahman_2018_preterm_NICU.sample_N4_114_030G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501113,0,9041,48104807,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_115,Rahman_2018_preterm_NICU.sample_N4_115_009G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501114,0,29809,164108846,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_115,Rahman_2018_preterm_NICU.sample_N4_115_014G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501115,0,17975,94998306,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_115,Rahman_2018_preterm_NICU.sample_N4_115_019G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501116,0,9057,48806675,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_115,Rahman_2018_preterm_NICU.sample_N4_115_024G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501117,0,8430,44283064,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_115,Rahman_2018_preterm_NICU.sample_N4_115_030G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501118,0,9624,51002367,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_115,Rahman_2018_preterm_NICU.sample_N4_115_034G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501119,0,13444,40917760,Rahman_2018_preterm_NICU,DOL 1-8,Rahman_2018_preterm_NICU.subject_N4_116,Rahman_2018_preterm_NICU.sample_N4_116_008G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501120,0,10452,28266526,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_116,Rahman_2018_preterm_NICU.sample_N4_116_010G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501121,0,14306,40497150,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_116,Rahman_2018_preterm_NICU.sample_N4_116_013G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501122,0,16175,41360684,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_116,Rahman_2018_preterm_NICU.sample_N4_116_019G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501123,0,12872,46115582,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_116,Rahman_2018_preterm_NICU.sample_N4_116_025G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501128,0,8339,41805838,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_124,Rahman_2018_preterm_NICU.sample_N4_124_031G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501132,0,8877,45834246,Rahman_2018_preterm_NICU,DOL 1-8,Rahman_2018_preterm_NICU.subject_N4_125,Rahman_2018_preterm_NICU.sample_N4_125_008G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501133,0,9717,46150293,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_125,Rahman_2018_preterm_NICU.sample_N4_125_011G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501134,0,8660,48783238,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_125,Rahman_2018_preterm_NICU.sample_N4_125_015G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501136,0,8818,49170943,Rahman_2018_preterm_NICU,DOL 1-8,Rahman_2018_preterm_NICU.subject_N4_126,Rahman_2018_preterm_NICU.sample_N4_126_007G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501137,0,9536,46319767,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_126,Rahman_2018_preterm_NICU.sample_N4_126_010G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501138,0,9059,47809096,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_126,Rahman_2018_preterm_NICU.sample_N4_126_013G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501139,0,6659,36309933,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_126,Rahman_2018_preterm_NICU.sample_N4_126_016G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501140,0,6185,32430805,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_126,Rahman_2018_preterm_NICU.sample_N4_126_019G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501141,0,5136,26615410,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_126,Rahman_2018_preterm_NICU.sample_N4_126_022G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501142,0,12024,37793473,Rahman_2018_preterm_NICU,DOL 1-8,Rahman_2018_preterm_NICU.subject_N4_128,Rahman_2018_preterm_NICU.sample_N4_128_007G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501146,0,15458,37690255,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_129,Rahman_2018_preterm_NICU.sample_N4_129_012G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501147,0,17912,41471052,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_129,Rahman_2018_preterm_NICU.sample_N4_129_016G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501153,0,20510,45753396,Rahman_2018_preterm_NICU,DOL 1-8,Rahman_2018_preterm_NICU.subject_N4_137,Rahman_2018_preterm_NICU.sample_N4_137_005G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501154,0,6851,40240569,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_137,Rahman_2018_preterm_NICU.sample_N4_137_010G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501155,0,7958,50941809,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_137,Rahman_2018_preterm_NICU.sample_N4_137_012G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501156,0,10274,49031697,Rahman_2018_preterm_NICU,DOL 1-8,Rahman_2018_preterm_NICU.subject_N4_138,Rahman_2018_preterm_NICU.sample_N4_138_005G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501157,0,9809,38924271,Rahman_2018_preterm_NICU,DOL 1-8,Rahman_2018_preterm_NICU.subject_N4_138,Rahman_2018_preterm_NICU.sample_N4_138_008G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501158,0,17147,74004427,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_138,Rahman_2018_preterm_NICU.sample_N4_138_010G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501159,0,6471,52136699,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_138,Rahman_2018_preterm_NICU.sample_N4_138_012G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501160,0,11229,35381952,Rahman_2018_preterm_NICU,DOL 1-8,Rahman_2018_preterm_NICU.subject_N4_139,Rahman_2018_preterm_NICU.sample_N4_139_007G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501161,0,8986,43263725,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_139,Rahman_2018_preterm_NICU.sample_N4_139_013G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501162,0,7908,42786776,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_139,Rahman_2018_preterm_NICU.sample_N4_139_027G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501163,0,8154,45968107,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_140,Rahman_2018_preterm_NICU.sample_N4_140_016G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501164,0,8066,40070992,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_140,Rahman_2018_preterm_NICU.sample_N4_140_020G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501166,0,4757,46955340,Rahman_2018_preterm_NICU,DOL 1-8,Rahman_2018_preterm_NICU.subject_N4_141,Rahman_2018_preterm_NICU.sample_N4_141_008G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501167,0,8655,47592411,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_141,Rahman_2018_preterm_NICU.sample_N4_141_013G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501168,0,8642,45842762,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_141,Rahman_2018_preterm_NICU.sample_N4_141_020G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501169,0,9903,48473799,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_141,Rahman_2018_preterm_NICU.sample_N4_141_037G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501170,0,8748,48078664,Rahman_2018_preterm_NICU,DOL 1-8,Rahman_2018_preterm_NICU.subject_N4_142,Rahman_2018_preterm_NICU.sample_N4_142_008G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501171,0,9221,51709397,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_142,Rahman_2018_preterm_NICU.sample_N4_142_013G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501172,0,9401,51178949,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_142,Rahman_2018_preterm_NICU.sample_N4_142_020G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501173,0,11494,52371631,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_150,Rahman_2018_preterm_NICU.sample_N4_150_014G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501174,0,7711,36131347,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_150,Rahman_2018_preterm_NICU.sample_N4_150_018G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501175,0,5197,25786223,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_150,Rahman_2018_preterm_NICU.sample_N4_150_021G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501176,0,8239,42934541,Rahman_2018_preterm_NICU,DOL 1-8,Rahman_2018_preterm_NICU.subject_N4_151,Rahman_2018_preterm_NICU.sample_N4_151_006G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501177,0,9311,52991652,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_151,Rahman_2018_preterm_NICU.sample_N4_151_014G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501178,0,10017,54921709,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_151,Rahman_2018_preterm_NICU.sample_N4_151_017G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501179,0,8801,53107029,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_151,Rahman_2018_preterm_NICU.sample_N4_151_021G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501180,0,9170,33573406,Rahman_2018_preterm_NICU,DOL 1-8,Rahman_2018_preterm_NICU.subject_N4_152,Rahman_2018_preterm_NICU.sample_N4_152_006G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501181,0,5986,33886327,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_152,Rahman_2018_preterm_NICU.sample_N4_152_014G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501182,0,6628,35457029,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_152,Rahman_2018_preterm_NICU.sample_N4_152_018G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501183,0,6343,26331296,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_152,Rahman_2018_preterm_NICU.sample_N4_152_021G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501184,0,8941,48714814,Rahman_2018_preterm_NICU,DOL 1-8,Rahman_2018_preterm_NICU.subject_N4_154,Rahman_2018_preterm_NICU.sample_N4_154_006G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501185,0,6410,31569916,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_154,Rahman_2018_preterm_NICU.sample_N4_154_009G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN07501186,0,9306,47214831,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_154,Rahman_2018_preterm_NICU.sample_N4_154_013G1,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
